DATE,TIME,PICK UP ADDRESS
7/28/2014,9:51:00 PM," 585 Prospect Ave South Bronx, BX"
7/28/2014,9:54:00 PM," 331 E 146th St Cortlandt, BX"
7/28/2014,9:56:00 PM," 3071 Park Ave Cortlandt, BX"
7/28/2014,10:03:00 PM," 370 Morris Ave Cortlandt, BX"
7/28/2014,10:04:00 PM," 1204 Tinton Ave Morrisania, BX"
7/28/2014,10:04:00 PM," 115 Bruckner Blvd Mott Haven, BX"
7/28/2014,10:06:00 PM," 282 Saint Anns Ave Mott Haven, BX"
7/28/2014,10:08:00 PM," 683 E 140th St Mott Haven, BX"
7/28/2014,10:09:00 PM," 607 Concord Ave South Bronx, BX"
7/28/2014,10:10:00 PM," 674 E 140th St Mott Haven, BX"
7/28/2014,10:13:00 PM,"main 1650 Grand Concourse Tremont, BX"
7/28/2014,10:13:00 PM," 592 E 141st St Mott Haven, BX"
7/28/2014,10:14:00 PM," 520 Concord Ave South Bronx, BX"
7/28/2014,10:15:00 PM," 2415 Williamsbridge Rd Baychester, BX"
7/28/2014,10:15:00 PM," 615 E 141st St Mott Haven, BX"
7/28/2014,10:17:00 PM," 660 E 161st St Morrisania, BX"
7/28/2014,10:18:00 PM," 190 Lincoln Ave Mott Haven, BX"
7/28/2014,10:18:00 PM," 478 E 139th St Mott Haven, BX"
7/28/2014,10:21:00 PM," 3125 Park Ave Cortlandt, BX"
7/28/2014,10:21:00 PM," 745 Fox St South Bronx, BX"
7/28/2014,10:24:00 PM," 530 Tinton Ave South Bronx, BX"
7/28/2014,10:25:00 PM," 541 E 137th St Mott Haven, BX"
7/28/2014,10:27:00 PM," 810 E 152nd St South Bronx, BX"
7/28/2014,10:28:00 PM, 2 Manhattan Ave NYC
7/28/2014,10:29:00 PM," 50 E 168th St High Bridge, BX"
7/28/2014,10:29:00 PM," 730 E 166th St Morrisania, BX"
7/28/2014,10:32:00 PM," 946 Sherman Ave Morrisania, BX"
7/28/2014,10:32:00 PM,4# 575 E 140th St Bronx
7/28/2014,10:37:00 PM," 308 E 145th St Cortlandt, BX"
7/28/2014,10:37:00 PM," 510 E 146th St South Bronx, BX"
7/28/2014,10:42:00 PM," 620 E 141st St Mott Haven, BX"
7/28/2014,10:44:00 PM," 766 E 152nd St South Bronx, BX"
7/28/2014,10:45:00 PM," 510 E 146th St South Bronx, BX"
7/28/2014,10:46:00 PM," 601 Prospect Ave South Bronx, BX"
7/28/2014,10:49:00 PM," 383 E 143rd St Mott Haven, BX"
7/28/2014,10:50:00 PM," 520 E 137th St Mott Haven, BX"
7/28/2014,10:52:00 PM,"#1 575 E 140th St Mott Haven, BX"
7/28/2014,10:53:00 PM,"bodega 766 E 152nd St South Bronx, BX"
7/28/2014,10:53:00 PM," 530 E 144th St Mott Haven, BX"
7/28/2014,10:54:00 PM," 635 Morris Ave Cortlandt, BX"
7/28/2014,10:56:00 PM," 1809 Marmion Ave Westfarms, BX"
7/28/2014,11:02:00 PM," 726 E 152nd St South Bronx, BX"
7/28/2014,11:02:00 PM," 3055 3rd Ave Cortlandt, BX"
7/28/2014,11:03:00 PM," 511 E 146th St South Bronx, BX"
7/28/2014,11:03:00 PM," 2045 Story Ave Clason Point, BX"
7/28/2014,11:03:00 PM," 450 E 140th St Mott Haven, BX"
7/28/2014,11:07:00 PM," 370 Morris Ave Cortlandt, BX"
7/28/2014,11:09:00 PM," 584 E 137th St Mott Haven, BX"
7/28/2014,11:13:00 PM," 271 E 143rd St Cortlandt, BX"
7/28/2014,11:13:00 PM," 400 Brook Ave Mott Haven, BX"
7/28/2014,11:13:00 PM," 681 Courtlandt Ave Cortlandt, BX"
7/28/2014,11:15:00 PM," 1309 Washington Ave Morrisania, BX"
7/28/2014,11:15:00 PM," 380 E 143rd St Mott Haven, BX"
7/28/2014,11:16:00 PM," 700 Morris Ave Cortlandt, BX"
7/28/2014,11:17:00 PM," 469 E 144th St Mott Haven, BX"
7/28/2014,11:18:00 PM,"marisco central 600 Exterior St Cortlandt, BX"
7/28/2014,11:18:00 PM," 367 Southern Blvd Mott Haven, BX"
7/28/2014,11:18:00 PM," 300 E 138th St Mott Haven, BX"
7/28/2014,11:19:00 PM," 592 E 141st St Mott Haven, BX"
7/28/2014,11:19:00 PM," 205 Brook Ave Mott Haven, BX"
7/28/2014,11:22:00 PM," 245 E Gun Hill Rd Williamsbridge, BX"
7/28/2014,11:24:00 PM," 733 Prospect Ave South Bronx, BX"
7/28/2014,11:25:00 PM," 991 Union Ave Foxhurst, BX"
7/28/2014,11:26:00 PM," 169 Cypress Ave Mott Haven, BX"
7/28/2014,11:27:00 PM," 785 Courtlandt Ave Cortlandt, BX"
7/28/2014,11:28:00 PM," 100 Alcott Pl Co-Op City, BX"
7/28/2014,11:30:00 PM," 835 Prospect Ave Foxhurst, BX"
7/28/2014,11:34:00 PM," 303 E 158th St Cortlandt, BX"
7/28/2014,11:34:00 PM," 909 Kelly St Foxhurst, BX"
7/28/2014,11:34:00 PM," 576 Timpson Pl South Bronx, BX"
7/28/2014,11:34:00 PM," 390 Jackson Ave South Bronx, BX"
7/28/2014,11:34:00 PM," 475 E 140th St Mott Haven, BX"
7/28/2014,11:35:00 PM," 80 Bruckner Blvd Mott Haven, BX"
7/28/2014,11:36:00 PM,"marisco 616 Exterior St Cortlandt, BX"
7/28/2014,11:37:00 PM," 786 E 152nd St South Bronx, BX"
7/28/2014,11:37:00 PM," 511 E 146th St South Bronx, BX"
7/28/2014,11:38:00 PM," 2165 Matthews Ave Parkchester, BX"
7/28/2014,11:40:00 PM," 414 Morris Ave Cortlandt, BX"
7/28/2014,11:40:00 PM," 390 Jackson Ave South Bronx, BX"
7/28/2014,11:41:00 PM," 785 Courtlandt Ave Cortlandt, BX"
7/28/2014,11:43:00 PM," 645 Westchester Ave South Bronx, BX"
7/28/2014,11:45:00 PM," 730 E 166th St Morrisania, BX"
7/28/2014,11:48:00 PM," 341 E 138th St Mott Haven, BX"
7/28/2014,11:50:00 PM," 1180 Lebanon St Westfarms, BX"
7/28/2014,11:50:00 PM," 280 Saint Anns Ave Mott Haven, BX"
7/28/2014,11:52:00 PM," 730 E 166th St Morrisania, BX"
7/28/2014,11:52:00 PM," 700 E 140th St Mott Haven, BX"
7/28/2014,11:53:00 PM," 353 Cypress Ave Mott Haven, BX"
7/28/2014,11:53:00 PM," 647 Cauldwell Ave South Bronx, BX"
7/28/2014,11:54:00 PM," 377 E 153rd St South Bronx, BX"
7/28/2014,11:55:00 PM," 320 Beekman Ave Mott Haven, BX"
7/28/2014,11:55:00 PM," 2117 Blackrock Ave Soundview, BX"
7/28/2014,11:56:00 PM," 485 Jackson Ave South Bronx, BX"
7/29/2014,12:02:00 AM," 400 Brook Ave Mott Haven, BX"
7/29/2014,12:03:00 AM," 521 E 145th St Mott Haven, BX"
7/29/2014,12:03:00 AM," 675 Morris Ave Cortlandt, BX"
7/29/2014,12:03:00 AM," 320 Beekman Ave Mott Haven, BX"
7/29/2014,12:04:00 AM," 69 Bruckner Blvd Mott Haven, BX"
7/29/2014,12:05:00 AM," 639 E 169th St Morrisania, BX"
7/29/2014,12:05:00 AM," 125 Walnut Ave Mott Haven, BX"
7/29/2014,12:07:00 AM," 726 E 152nd St South Bronx, BX"
7/29/2014,12:12:00 AM," 150 Featherbed Ln High Bridge, BX"
7/29/2014,12:14:00 AM," 303 E 135th St Mott Haven, BX"
7/29/2014,12:14:00 AM," 628 E 141st St Mott Haven, BX"
7/29/2014,12:16:00 AM," 551 Wales Ave South Bronx, BX"
7/29/2014,12:17:00 AM," 353 E 141st St Mott Haven, BX"
7/29/2014,12:18:00 AM," 300 E 138th St Mott Haven, BX"
7/29/2014,12:20:00 AM," 340 E 146th St Cortlandt, BX"
7/29/2014,12:20:00 AM," 214 Saint Anns Ave Mott Haven, BX"
7/29/2014,12:20:00 AM," 464 E 159th St Cortlandt, BX"
7/29/2014,12:21:00 AM,"Voucher!!! 900 Sheridan Ave Cortlandt, BX"
7/29/2014,12:21:00 AM," 455 E 146th St South Bronx, BX"
7/29/2014,12:22:00 AM," 1618 Yates Ave Morris Park, BX"
7/29/2014,12:22:00 AM," 383 E 143rd St Mott Haven, BX"
7/29/2014,12:24:00 AM," 150 Featherbed Ln High Bridge, BX"
7/29/2014,12:24:00 AM," 301 E 156th St Cortlandt, BX"
7/29/2014,12:26:00 AM," 390 Jackson Ave South Bronx, BX"
7/29/2014,12:29:00 AM," 612 Beech Ter Mott Haven, BX"
7/29/2014,12:32:00 AM," 301 E 156th St Cortlandt, BX"
7/29/2014,12:32:00 AM," 439 E 147th St South Bronx, BX"
7/29/2014,12:32:00 AM," 112 Lincoln Ave Mott Haven, BX"
7/29/2014,12:33:00 AM," 1755 Story Ave Clason Point, BX"
7/29/2014,12:35:00 AM," 105 Willis Ave Mott Haven, BX"
7/29/2014,12:36:00 AM," 340 Alexander Ave Mott Haven, BX"
7/29/2014,12:37:00 AM," 745 E 152nd St South Bronx, BX"
7/29/2014,12:37:00 AM," 745 E 152nd St South Bronx, BX"
7/29/2014,12:39:00 AM," 368 Willis Ave Mott Haven, BX"
7/29/2014,12:41:00 AM," 331 E 132nd St Mott Haven, BX"
7/29/2014,12:41:00 AM," 509 E 144th St Mott Haven, BX"
7/29/2014,12:42:00 AM," 345 Cypress Ave Mott Haven, BX"
7/29/2014,12:42:00 AM," 645 Prospect Ave South Bronx, BX"
7/29/2014,12:44:00 AM," 610 Trinity Ave South Bronx, BX"
7/29/2014,12:46:00 AM," 401 E 141st St Mott Haven, BX"
7/29/2014,12:46:00 AM," 674 E 149th St South Bronx, BX"
7/29/2014,12:49:00 AM," 2211 Cincinnatus Ave Clason Point, BX"
7/29/2014,12:50:00 AM," 751 Jackson Ave Morrisania, BX"
7/29/2014,12:50:00 AM," 1317 Noble Ave Soundview, BX"
7/29/2014,12:51:00 AM," 184 Revere Ave Throgs Neck, BX"
7/29/2014,12:55:00 AM," 414 Morris Ave Cortlandt, BX"
7/29/2014,12:55:00 AM," 874 E 139th St Mott Haven, BX"
7/29/2014,12:56:00 AM," 874 E 139th St Mott Haven, BX"
7/29/2014,12:56:00 AM," 720 Saint Marys St Mott Haven, BX"
7/29/2014,12:57:00 AM," 720 Saint Marys St Mott Haven, BX"
7/29/2014,1:04:00 AM," 1317 Noble Ave Soundview, BX"
7/29/2014,1:06:00 AM," 503 Jackson Ave South Bronx, BX"
7/29/2014,1:07:00 AM," 525 Jackson Ave South Bronx, BX"
7/29/2014,1:10:00 AM," 282 Brook Ave Mott Haven, BX"
7/29/2014,1:15:00 AM," 2304 Crotona Ave Fordham, BX"
7/29/2014,1:19:00 AM," 304 E 156th St Cortlandt, BX"
7/29/2014,1:19:00 AM," 574 E 156th St South Bronx, BX"
7/29/2014,1:19:00 AM," 2415 Creston Ave Jerome, BX"
7/29/2014,1:27:00 AM,"Voucher!!! 900 Sheridan Ave Cortlandt, BX"
7/29/2014,1:27:00 AM,"voucher 900 Sheridan Ave Cortlandt, BX"
7/29/2014,1:28:00 AM," 215 E 161st St Cortlandt, BX"
7/29/2014,1:30:00 AM," 900 Sheridan Ave Cortlandt, BX"
7/29/2014,1:32:00 AM," 165 Lincoln Ave Mott Haven, BX"
7/29/2014,1:36:00 AM," 1423 Teller Ave Morrisania, BX"
7/29/2014,1:37:00 AM, 751 East 161st St Bronx
7/29/2014,1:38:00 AM," 409 E 146th St South Bronx, BX"
7/29/2014,1:41:00 AM," 720 Saint Marys St Mott Haven, BX"
7/29/2014,1:45:00 AM," 1353 Sheridan Ave Morrisania, BX"
7/29/2014,1:46:00 AM," 555 Cauldwell Ave South Bronx, BX"
7/29/2014,1:47:00 AM," 255 Willis Ave Mott Haven, BX"
7/29/2014,1:53:00 AM," 674 E 136th St Mott Haven, BX"
7/29/2014,1:54:00 AM," 815 E 152nd St South Bronx, BX"
7/29/2014,1:59:00 AM," 224 Willis Ave Mott Haven, BX"
7/29/2014,2:03:00 AM,chase bank  E 138th St Bronx
7/29/2014,2:04:00 AM," 864 Hewitt Pl Foxhurst, BX"
7/29/2014,2:05:00 AM," 731 E 161st St Morrisania, BX"
7/29/2014,2:07:00 AM," 546 E 145th St Mott Haven, BX"
7/29/2014,2:09:00 AM," 815 E 152nd St South Bronx, BX"
7/29/2014,2:11:00 AM," 731 E 161st St Morrisania, BX"
7/29/2014,2:12:00 AM," 175 Alexander Ave Mott Haven, BX"
7/29/2014,2:12:00 AM," 420 E 146th St South Bronx, BX"
7/29/2014,2:13:00 AM," 601 E 156th St South Bronx, BX"
7/29/2014,2:16:00 AM," 353 E 141st St Mott Haven, BX"
7/29/2014,2:19:00 AM," 579 Jackson Ave South Bronx, BX"
7/29/2014,2:21:00 AM," 455 Wales Ave South Bronx, BX"
7/29/2014,2:23:00 AM," 302 Willis Ave Mott Haven, BX"
7/29/2014,2:26:00 AM," 353 Cypress Ave Mott Haven, BX"
7/29/2014,2:28:00 AM," 285 E 156th St Cortlandt, BX"
7/29/2014,2:35:00 AM," 445 E 145th St Mott Haven, BX"
7/29/2014,2:36:00 AM," 760 Melrose Ave Cortlandt, BX"
7/29/2014,2:36:00 AM," 1015 Kelly St Foxhurst, BX"
7/29/2014,2:44:00 AM," 1132 Clay Ave Morrisania, BX"
7/29/2014,2:51:00 AM," 414 E 140th St Mott Haven, BX"
7/29/2014,2:52:00 AM," 610 Trinity Ave South Bronx, BX"
7/29/2014,2:53:00 AM,"  Brook Ave South Bronx, BX"
7/29/2014,2:55:00 AM," 175 Willis Ave Mott Haven, BX"
7/29/2014,3:01:00 AM," 362 Willis Ave Mott Haven, BX"
7/29/2014,3:02:00 AM," 890 Trinity Ave Morrisania, BX"
7/29/2014,3:03:00 AM," 511 E 146th St South Bronx, BX"
7/29/2014,3:06:00 AM," 377 Brook Ave Mott Haven, BX"
7/29/2014,3:15:00 AM," 755 Southern Blvd Foxhurst, BX"
7/29/2014,3:24:00 AM," 355 E 143rd St Mott Haven, BX"
7/29/2014,3:25:00 AM," 355 E 143rd St Mott Haven, BX"
7/29/2014,3:33:00 AM," 615 E 168th St Morrisania, BX"
7/29/2014,3:41:00 AM," 625 Jackson Ave South Bronx, BX"
7/29/2014,3:42:00 AM," 1186 Jackson Ave Morrisania, BX"
7/29/2014,3:56:00 AM," 608 Union Ave South Bronx, BX"
7/29/2014,3:57:00 AM," 471 Wales Ave South Bronx, BX"
7/29/2014,3:59:00 AM," 388 E 141st St Mott Haven, BX"
7/29/2014,4:07:00 AM," 331 E 146th St Cortlandt, BX"
7/29/2014,4:07:00 AM," 874 E 139th St Mott Haven, BX"
7/29/2014,4:16:00 AM," 510 E 146th St South Bronx, BX"
7/29/2014,4:19:00 AM," 600 Trinity Ave South Bronx, BX"
7/29/2014,4:20:00 AM," 488 E 139th St Mott Haven, BX"
7/29/2014,4:20:00 AM," 543 Union Ave South Bronx, BX"
7/29/2014,4:21:00 AM," 414 E 138th St Mott Haven, BX"
7/29/2014,4:21:00 AM," 733 Prospect Ave South Bronx, BX"
7/29/2014,4:27:00 AM," 383 E 141st St Mott Haven, BX"
7/29/2014,4:29:00 AM,"bakery  E 132nd St Mott Haven, BX"
7/29/2014,4:32:00 AM," 3125 Park Ave Cortlandt, BX"
7/29/2014,4:35:00 AM," 710 Tinton Ave South Bronx, BX"
7/29/2014,4:36:00 AM," 535 Wales Ave South Bronx, BX"
7/29/2014,4:38:00 AM," 446 E 146th St South Bronx, BX"
7/29/2014,4:41:00 AM," 190 Willow Ave Mott Haven, BX"
7/29/2014,4:48:00 AM," 281 E 153rd St Cortlandt, BX"
7/29/2014,4:48:00 AM," 498 Concord Ave South Bronx, BX"
7/29/2014,4:48:00 AM," 331 E 132nd St Mott Haven, BX"
7/29/2014,4:55:00 AM," 752 Kelly St South Bronx, BX"
7/29/2014,4:56:00 AM," 300 E 143rd St Cortlandt, BX"
7/29/2014,4:56:00 AM," 435 E 143rd St Mott Haven, BX"
7/29/2014,4:59:00 AM," 627 E 141st St Mott Haven, BX"
7/29/2014,4:59:00 AM," 666 Courtlandt Ave Cortlandt, BX"
7/29/2014,5:01:00 AM," 281 E 143rd St Cortlandt, BX"
7/29/2014,5:02:00 AM," 770 Bryant Ave Hunts Point, BX"
7/29/2014,5:02:00 AM," 706 Brook Ave South Bronx, BX"
7/29/2014,5:03:00 AM," 370 Brook Ave Mott Haven, BX"
7/29/2014,5:04:00 AM," 455 E 148th St South Bronx, BX"
7/29/2014,5:06:00 AM," 627 E 141st St Mott Haven, BX"
7/29/2014,5:08:00 AM," 600 Trinity Ave South Bronx, BX"
7/29/2014,5:10:00 AM," 753 E 151st St South Bronx, BX"
7/29/2014,5:12:00 AM," 325 E 143rd St Cortlandt, BX"
7/29/2014,5:13:00 AM," 650 Saint Marys St Mott Haven, BX"
7/29/2014,5:15:00 AM," 175 Willis Ave Mott Haven, BX"
7/29/2014,5:16:00 AM," 600 E 137th St Mott Haven, BX"
7/29/2014,5:23:00 AM," 163 W 161st St High Bridge, BX"
7/29/2014,5:33:00 AM," 330 E 148th St Cortlandt, BX"
7/29/2014,5:43:00 AM," 320 Beekman Ave Mott Haven, BX"
7/29/2014,5:48:00 AM," 522 E 142nd St Mott Haven, BX"
7/29/2014,5:51:00 AM," 760 Melrose Ave Cortlandt, BX"
7/29/2014,5:52:00 AM," 586 Southern Blvd South Bronx, BX"
7/29/2014,5:55:00 AM," 602 E 139th St Mott Haven, BX"
7/29/2014,6:00:00 AM," 671 Westchester Ave South Bronx, BX"
7/29/2014,6:00:00 AM,"  Alexander Ave Mott Haven, BX"
7/29/2014,6:05:00 AM," 700 E 140th St Mott Haven, BX"
7/29/2014,6:05:00 AM," 1027 Leggett Ave South Bronx, BX"
7/29/2014,6:08:00 AM," 525 Jackson Ave South Bronx, BX"
7/29/2014,6:16:00 AM," 800 Saint Anns Ave Morrisania, BX"
7/29/2014,6:18:00 AM," 301 E 156th St Cortlandt, BX"
7/29/2014,6:19:00 AM," 540 Concord Ave South Bronx, BX"
7/29/2014,6:19:00 AM," 537 Tinton Ave South Bronx, BX"
7/29/2014,6:20:00 AM," 175 Alexander Ave Mott Haven, BX"
7/29/2014,6:21:00 AM," 458 E 143rd St Mott Haven, BX"
7/29/2014,6:21:00 AM," 416 Willis Ave Mott Haven, BX"
7/29/2014,6:22:00 AM," 785 Courtlandt Ave Cortlandt, BX"
7/29/2014,6:24:00 AM," 555 E 148th St South Bronx, BX"
7/29/2014,6:25:00 AM," 592 Oak Ter Mott Haven, BX"
7/29/2014,6:26:00 AM," 370 E 153rd St South Bronx, BX"
7/29/2014,6:26:00 AM," 874 E 139th St Mott Haven, BX"
7/29/2014,6:33:00 AM," 390 E 159th St Cortlandt, BX"
7/29/2014,6:35:00 AM," 370 Brook Ave Mott Haven, BX"
7/29/2014,6:42:00 AM," 169 Cypress Ave Mott Haven, BX"
7/29/2014,6:42:00 AM," 80 Bruckner Blvd Mott Haven, BX"
7/29/2014,6:42:00 AM," 671 Westchester Ave South Bronx, BX"
7/29/2014,6:46:00 AM," 545 E 145th St Mott Haven, BX"
7/29/2014,6:49:00 AM," 432 Concord Ave South Bronx, BX"
7/29/2014,6:50:00 AM," 635 Morris Ave Cortlandt, BX"
7/29/2014,6:50:00 AM," 300 E 143rd St Cortlandt, BX"
7/29/2014,6:55:00 AM," 730 E 166th St Morrisania, BX"
7/29/2014,7:00:00 AM," 461 Willis Ave South Bronx, BX"
7/29/2014,7:00:00 AM," 400 Brook Ave Mott Haven, BX"
7/29/2014,7:01:00 AM," 1224 Prospect Ave Foxhurst, BX"
7/29/2014,7:05:00 AM," 837 Trinity Ave Morrisania, BX"
7/29/2014,7:05:00 AM," 2366 Webster Ave Fordham, BX"
7/29/2014,7:06:00 AM," 666 Southern Blvd South Bronx, BX"
7/29/2014,7:06:00 AM," 2366 Webster Ave Fordham, BX"
7/29/2014,7:10:00 AM," 600 E 137th St Mott Haven, BX"
7/29/2014,7:10:00 AM," 331 E 132nd St Mott Haven, BX"
7/29/2014,7:12:00 AM," 171 Bruckner Blvd Mott Haven, BX"
7/29/2014,7:12:00 AM," 353 Cypress Ave Mott Haven, BX"
7/29/2014,7:12:00 AM," 383 E 141st St Mott Haven, BX"
7/29/2014,7:16:00 AM," 905 Eagle Ave Morrisania, BX"
7/29/2014,7:17:00 AM," 455 E 146th St South Bronx, BX"
7/29/2014,7:17:00 AM," 364 Saint Anns Ave Mott Haven, BX"
7/29/2014,7:21:00 AM," 281 E 143rd St Cortlandt, BX"
7/29/2014,7:22:00 AM," 303 E 135th St Mott Haven, BX"
7/29/2014,7:23:00 AM," 815 E 152nd St South Bronx, BX"
7/29/2014,7:24:00 AM," 910 Sheridan Ave Cortlandt, BX"
7/29/2014,7:26:00 AM," 354 Brook Ave Mott Haven, BX"
7/29/2014,7:27:00 AM," 400 Brook Ave Mott Haven, BX"
7/29/2014,7:29:00 AM," 890 Trinity Ave Morrisania, BX"
7/29/2014,7:29:00 AM," 147 Bruckner Blvd Soundview, BX"
7/29/2014,7:30:00 AM," 545 E 145th St Mott Haven, BX"
7/29/2014,7:30:00 AM," 3559 White Plains Rd Williamsbridge, BX"
7/29/2014,7:30:00 AM," 331 E 132nd St Mott Haven, BX"
7/29/2014,7:31:00 AM," 346 Powers Ave Mott Haven, BX"
7/29/2014,7:31:00 AM," 451 E 145th St Mott Haven, BX"
7/29/2014,7:31:00 AM," 671 Westchester Ave South Bronx, BX"
7/29/2014,7:33:00 AM," 756 Saint Anns Ave South Bronx, BX"
7/29/2014,7:35:00 AM," 455 E 140th St Mott Haven, BX"
7/29/2014,7:35:00 AM, 215 W 147 St NYC
7/29/2014,7:36:00 AM," 1564 Saint Peters Ave Morris Park, BX"
7/29/2014,7:36:00 AM," 443 Saint Anns Ave South Bronx, BX"
7/29/2014,7:37:00 AM, 928 Wheeler Ave Bronx
7/29/2014,7:38:00 AM," 628 E 141st St Mott Haven, BX"
7/29/2014,7:38:00 AM," 354 Brook Ave Mott Haven, BX"
7/29/2014,7:39:00 AM," 620 Trinity Ave South Bronx, BX"
7/29/2014,7:39:00 AM," 169 Cypress Ave Mott Haven, BX"
7/29/2014,7:42:00 AM," 130 Willis Ave Mott Haven, BX"
7/29/2014,7:42:00 AM," 645 Westchester Ave South Bronx, BX"
7/29/2014,7:43:00 AM," 731 E 156th St South Bronx, BX"
7/29/2014,7:45:00 AM," 510 E 156th St South Bronx, BX"
7/29/2014,7:45:00 AM," 559 Southern Blvd South Bronx, BX"
7/29/2014,7:46:00 AM," 529 E 147th St South Bronx, BX"
7/29/2014,7:46:00 AM," 320 Morris Ave Cortlandt, BX"
7/29/2014,7:46:00 AM," 331 E 132nd St Mott Haven, BX"
7/29/2014,7:47:00 AM,"credit card 844 Eagle Ave Morrisania, BX"
7/29/2014,7:47:00 AM," 690 E 138th St Mott Haven, BX"
7/29/2014,7:48:00 AM," 545 E 145th St Mott Haven, BX"
7/29/2014,7:49:00 AM," 710 Tinton Ave South Bronx, BX"
7/29/2014,7:50:00 AM," 595 Trinity Ave South Bronx, BX"
7/29/2014,7:52:00 AM," 80 Bruckner Blvd Mott Haven, BX"
7/29/2014,7:54:00 AM," 587 Beech Ter Mott Haven, BX"
7/29/2014,7:55:00 AM," 400 Brook Ave Mott Haven, BX"
7/29/2014,7:55:00 AM," 350 Saint Anns Ave Mott Haven, BX"
7/29/2014,7:56:00 AM," 600 Eagle Ave South Bronx, BX"
7/29/2014,7:56:00 AM," 345 Cypress Ave Mott Haven, BX"
7/29/2014,7:57:00 AM," 340 Beekman Ave Mott Haven, BX"
7/29/2014,7:58:00 AM," 428 E 144th St Mott Haven, BX"
7/29/2014,7:59:00 AM," 455 E 143rd St Mott Haven, BX"
7/29/2014,8:00:00 AM,Susan Winchester  123 E 129 St NYC
7/29/2014,8:00:00 AM," 1163 Stratford Ave Soundview, BX"
7/29/2014,8:02:00 AM," 436 E 149th St South Bronx, BX"
7/29/2014,8:04:00 AM," 660 Southern Blvd South Bronx, BX"
7/29/2014,8:04:00 AM," 205 Alexander Ave Mott Haven, BX"
7/29/2014,8:05:00 AM," 674 E 149th St South Bronx, BX"
7/29/2014,8:06:00 AM," 467 E 137th St Mott Haven, BX"
7/29/2014,8:06:00 AM," 1256 Clay Ave Morrisania, BX"
7/29/2014,8:06:00 AM," 600 Saint Marys St Mott Haven, BX"
7/29/2014,8:09:00 AM," 1104 Clay Ave Morrisania, BX"
7/29/2014,8:11:00 AM," 504 Brook Ave South Bronx, BX\"
7/29/2014,8:11:00 AM," 80 Bruckner Blvd Mott Haven, BX"
7/29/2014,8:11:00 AM," 770 E 166th St Morrisania, BX"
7/29/2014,8:12:00 AM," 780 Saint Anns Ave South Bronx, BX"
7/29/2014,8:13:00 AM," 400 Brook Ave Mott Haven, BX"
7/29/2014,8:14:00 AM," 627 Wales Ave South Bronx, BX"
7/29/2014,8:16:00 AM," 370 Cypress Ave Mott Haven, BX"
7/29/2014,8:17:00 AM," 2146 Bruckner Blvd Soundview, BX"
7/29/2014,8:17:00 AM," 710 Tinton Ave South Bronx, BX"
7/29/2014,8:19:00 AM," 815 E 152nd St South Bronx, BX"
7/29/2014,8:22:00 AM," 341 E 146th St Cortlandt, BX"
7/29/2014,8:22:00 AM," 1070 Anderson Ave High Bridge, BX"
7/29/2014,8:24:00 AM," 785 E 151st St South Bronx, BX"
7/29/2014,8:25:00 AM," 1240 Stratford Ave Soundview, BX"
7/29/2014,8:25:00 AM," 386 E 159th St Cortlandt, BX"
7/29/2014,8:26:00 AM," 281 E 143rd St Cortlandt, BX"
7/29/2014,8:28:00 AM," 683 E 140th St Mott Haven, BX"
7/29/2014,8:29:00 AM," 331 E 132nd St Mott Haven, BX"
7/29/2014,8:30:00 AM," 3929 Amundson Ave Wakefield, BX"
7/29/2014,8:31:00 AM," 235 Cypress Ave Mott Haven, BX"
7/29/2014,8:32:00 AM," 526 Tinton Ave South Bronx, BX"
7/29/2014,8:32:00 AM," 400 Brook Ave Mott Haven, BX"
7/29/2014,8:34:00 AM," 370 Brook Ave Mott Haven, BX"
7/29/2014,8:34:00 AM," 440 Jackson Ave South Bronx, BX"
7/29/2014,8:35:00 AM," 455 E 143rd St Mott Haven, BX"
7/29/2014,8:35:00 AM," 331 E 132nd St Mott Haven, BX"
7/29/2014,8:35:00 AM," 450 E 144th St Mott Haven, BX"
7/29/2014,8:36:00 AM," 353 Cypress Ave Mott Haven, BX"
7/29/2014,8:36:00 AM," 485 Jackson Ave South Bronx, BX"
7/29/2014,8:37:00 AM," 728 E 152nd St South Bronx, BX"
7/29/2014,8:37:00 AM," 680 Tinton Ave South Bronx, BX"
7/29/2014,8:38:00 AM," 390 Jackson Ave South Bronx, BX"
7/29/2014,8:38:00 AM," 523 Tinton Ave South Bronx, BX"
7/29/2014,8:38:00 AM," 625 Jackson Ave South Bronx, BX"
7/29/2014,8:39:00 AM," 447 E 144th St Mott Haven, BX"
7/29/2014,8:39:00 AM," 331 E 132nd St Mott Haven, BX"
7/29/2014,8:39:00 AM," 785 Courtlandt Ave Cortlandt, BX"
7/29/2014,8:39:00 AM," 388 E 141st St Mott Haven, BX"
7/29/2014,8:40:00 AM," 515 E 145th St Mott Haven, BX"
7/29/2014,8:40:00 AM,"Gloria Torres  2455 Williamsbridge Rd Baychester, BX"
7/29/2014,8:41:00 AM, 211 W 101 St NYC
7/29/2014,8:42:00 AM," 535 Jackson Ave South Bronx, BX"
7/29/2014,8:43:00 AM," 515 E 145th St Mott Haven, BX"
7/29/2014,8:43:00 AM," 775 Eagle Ave Morrisania, BX"
7/29/2014,8:48:00 AM," 105 Willis Ave Mott Haven, BX"
7/29/2014,8:48:00 AM," 625 E 141st St Mott Haven, BX"
7/29/2014,8:48:00 AM, 331 E 132nd St Bronx
